t,pressure
57.561,92474.24
57.562000000000005,88212.96
57.563,83546.24
57.564,92277.28
57.565,89150.08
57.566,93057.76
57.567,84422.24
57.568,87868.64
57.569,85764.0
57.57,88681.6
57.571,87881.12
57.572,93446.72
57.573,87549.92
57.574,91369.6
57.575,89931.36
57.576,90396.64
57.577,91177.6
57.578,89661.6
57.579,86919.52
57.58,86462.56
57.581,92973.12
57.582,92469.12
57.583,89963.68000000001
57.584,89361.92
57.585,88035.84
57.586,90972.32
57.587,87165.28
57.588,83588.0
57.589,87192.16
57.59,87737.44
57.591,90359.68000000001
57.592,84388.96
57.593,87092.0
57.594,88457.44
57.595,93105.76
57.596000000000004,91093.6
57.597,90721.44
57.598,92790.56
57.599000000000004,88798.56
57.6,88991.36
57.601,85924.64
57.602000000000004,87827.2
57.603,85978.08
57.604,89201.76
57.605000000000004,93219.52
57.606,83420.48
57.607,89616.8
57.608000000000004,89997.92
57.609,87114.72
57.61,86648.96
57.611000000000004,88908.96
57.612,86917.6
57.613,92733.6
57.614000000000004,89358.72
57.615,92529.92
57.616,86539.2
57.617000000000004,88668.0
57.618,87815.52
57.619,86099.68000000001
57.620000000000005,90042.88
57.621,91213.44
57.622,86043.52
57.623000000000005,86499.04000000001
57.624,88067.2
57.625,89815.2
57.626,90868.32
57.627,89639.2
57.628,89457.92
57.629,92421.12
57.63,87909.44
57.631,92640.32
57.632,88513.12
57.633,87193.12
57.634,93033.44
57.635,89713.12
57.636,87732.8
57.637,88164.0
57.638,91890.08
57.639,91488.64
57.64,90464.8
57.641,87505.12
57.642,89255.52
57.643,88618.88
57.644,89052.0
57.645,85864.48
57.646,95247.52
57.647,88370.08
57.648,89114.88
57.649,90022.24
57.65,87033.92
57.651,88088.8
57.652,89664.64
57.653,84909.12
57.654,84249.44
57.655,89438.72
57.656,87316.64
57.657000000000004,83078.56
57.658,91912.8
57.659,91946.56
57.660000000000004,89753.28
57.661,90018.24
57.662,87547.36
57.663000000000004,88134.72
57.664,90211.52
57.665,84118.40000000001
57.666000000000004,87248.0
57.667,86358.72
57.668,88086.72
57.669000000000004,88786.24
57.67,90906.72
57.671,93374.56
57.672000000000004,89839.36
57.673,90537.12
57.674,87639.52
57.675000000000004,90996.0
57.676,89453.28
57.677,90829.6
57.678000000000004,89124.16
57.679,89768.16
57.68,92018.40000000001
57.681000000000004,88973.44
57.682,84786.88
57.683,90373.28
57.684000000000005,89837.92
57.685,89303.04000000001
57.686,90333.12
57.687000000000005,89876.48
57.688,90108.48
57.689,88991.84
57.69,91710.40000000001
57.691,87958.72
57.692,89443.36
57.693,90597.92
57.694,92836.16
57.695,89248.16
57.696,91458.40000000001
57.697,87958.88
57.698,84063.04000000001
57.699,90009.6
57.7,85335.52
57.701,94954.40000000001
57.702,88924.32
57.703,88498.08
57.704,90432.64
57.705,90944.32
57.706,90491.36
57.707,89113.92
57.708,92813.28
57.709,89560.8
57.71,89712.16
57.711,88840.32
57.712,92102.24
57.713,91493.92
57.714,89514.56
57.715,87587.52
57.716,89809.44
57.717,91722.56
57.718,89420.48
57.719,88112.96
57.72,87659.84
57.721000000000004,90823.68000000001
57.722,89062.24
57.723,85473.92
57.724000000000004,88436.0
57.725,97167.84
57.726,91572.0
57.727000000000004,92427.2
57.728,84968.0
57.729,91979.04000000001
57.730000000000004,91139.04000000001
57.731,87915.36
57.732,86911.68000000001
57.733000000000004,93717.44
57.734,87017.92
57.735,89027.68000000001
57.736000000000004,87916.0
57.737,83831.68000000001
57.738,89044.8
57.739000000000004,85468.0
57.74,88674.40000000001
57.741,90799.52
57.742000000000004,89301.6
57.743,90731.2
57.744,88107.04000000001
57.745000000000005,87900.48
57.746,89771.04000000001
57.747,87954.24
57.748000000000005,90380.96
57.749,87335.68000000001
57.75,89751.2
57.751,89848.32
57.752,88504.32
57.753,88995.52
57.754,88832.96
57.755,88746.56
57.756,88469.28
57.757,91334.40000000001
57.758,92480.0
57.759,84544.16
57.76,91533.44
57.761,90762.40000000001
57.762,92282.72
57.763,86465.28
57.764,93571.04000000001
57.765,87999.2
57.766,93619.84
57.767,88100.16
57.768,89067.68000000001
57.769,94949.12
57.77,91131.84
57.771,88744.64
57.772,92109.12
57.773,90612.64
57.774,85237.76
57.775,85958.40000000001
57.776,89214.08
57.777,89996.48
57.778,90001.44
57.779,87327.68000000001
57.78,85085.76
57.781,85935.68000000001
57.782000000000004,88008.32
57.783,88329.76
57.784,88424.32
57.785000000000004,92897.44
57.786,88520.8
57.787,90596.32
57.788000000000004,87026.40000000001
57.789,90263.52
57.79,89889.92
57.791000000000004,90592.64
57.792,87530.24
57.793,85368.64
57.794000000000004,91989.76
57.795,89776.96
57.796,91864.96
57.797000000000004,90574.88
57.798,85981.6
57.799,89055.84
57.800000000000004,86324.8
57.801,93906.56
57.802,88829.28
57.803000000000004,90162.24
57.804,91949.44
57.805,84146.72
57.806000000000004,92763.36
57.807,89014.72
57.808,95745.28
57.809000000000005,87736.8
57.81,89530.24
57.811,89095.2
57.812000000000005,85021.44
57.813,85623.84
57.814,90711.84
57.815,89524.16
57.816,91730.08
57.817,92566.88
57.818,90229.12
57.819,93020.32
57.82,89608.0
57.821,86833.6
57.822,89767.84
57.823,87534.72
57.824,91717.92
57.825,91822.72
57.826,90116.32
57.827,86950.56
57.828,90371.2
57.829,87724.64
57.83,92677.92
57.831,86914.40000000001
57.832,85701.76
57.833,92560.0
57.834,87695.2
57.835,90138.72
57.836,88974.24
57.837,87278.08
57.838,90503.04000000001
57.839,89650.72
57.84,88330.72
57.841,87862.88
57.842,85436.32
57.843,88560.48
57.844,91875.04000000001
57.845,90208.32
57.846000000000004,84308.8
57.847,91291.04000000001
57.848,91076.0
57.849000000000004,91113.92
57.85,88126.40000000001
57.851,91291.2
57.852000000000004,85998.88
57.853,90440.16
57.854,85878.56
57.855000000000004,88628.16
57.856,90221.12
57.857,88940.96
57.858000000000004,89278.88
57.859,89453.12
57.86,91123.52
57.861000000000004,87519.84
57.862,89967.52
57.863,86536.32
57.864000000000004,89950.24
57.865,89992.0
57.866,92040.96
57.867000000000004,89671.84
57.868,90603.36
57.869,90305.92
57.870000000000005,94806.08
57.871,91662.40000000001
57.872,91495.52
57.873000000000005,85399.36
57.874,88402.40000000001
57.875,88736.64
57.876,92444.96
57.877,90378.72
57.878,90408.8
57.879,88930.88
57.88,86342.72
57.881,90212.32
57.882,95882.72
57.883,95610.40000000001
57.884,87817.28
57.885,93654.56
57.886,92868.96
57.887,90759.52
57.888,89971.36
57.889,87867.52
57.89,86782.72
57.891,89193.6
57.892,95915.2
57.893,87707.04000000001
57.894,89617.92
57.895,90436.96
57.896,90308.48
57.897,86212.0
57.898,89081.28
57.899,85782.24
57.9,95396.96
57.901,89221.12
57.902,87544.48
57.903,89259.04000000001
57.904,87045.44
57.905,88496.8
57.906,90078.56
57.907000000000004,89181.12
57.908,87442.08
57.909,90914.08
57.910000000000004,88932.32
57.911,86829.76
57.912,88787.68000000001
57.913000000000004,90457.12
57.914,89803.04000000001
57.915,91700.16
57.916000000000004,88420.16
57.917,84651.2
57.918,88871.68000000001
57.919000000000004,86176.16
57.92,89530.88
57.921,87957.76
57.922000000000004,87786.08
57.923,85001.6
57.924,86945.6
57.925000000000004,88240.48
57.926,91497.44
57.927,87588.16
57.928000000000004,89205.6
57.929,89932.64
57.93,86785.76
57.931000000000004,91457.12
57.932,92522.40000000001
57.933,88361.6
57.934000000000005,87754.08
57.935,93090.72
57.936,90048.48
57.937000000000005,90278.56
57.938,92737.12
57.939,85161.76
57.94,87518.08
57.941,84758.88
57.942,88587.36
57.943,86402.56
57.944,88515.52
57.945,88886.88
57.946,86868.8
57.947,96187.52
57.948,88725.44
57.949,86417.6
57.95,89899.36
57.951,90156.0
57.952,90443.84
57.953,87219.52
57.954,92407.36
57.955,87546.08
57.956,85670.08
57.957,87896.16
57.958,90425.76
57.959,92215.04000000001
57.96,84266.40000000001
57.961,86475.68000000001
57.962,94102.40000000001
57.963,87756.64
57.964,92889.44
57.965,90186.24
57.966,85378.24
57.967,86202.40000000001
57.968,93845.44
57.969,87922.56
57.97,88085.12
57.971000000000004,88933.6
57.972,89224.0
57.973,88488.16
57.974000000000004,91304.0
57.975,93528.0
57.976,89388.96
57.977000000000004,89468.64
57.978,91307.84
57.979,87383.84
57.980000000000004,88348.0
57.981,85137.12
57.982,89871.2
57.983000000000004,88180.16
57.984,89302.56
57.985,90865.44
57.986000000000004,87081.44
57.987,87824.32
57.988,91804.48
57.989000000000004,93801.6
57.99,91240.96
57.991,86470.72
57.992000000000004,90477.6
57.993,94129.44
57.994,81951.68000000001
57.995000000000005,90357.76
57.996,90099.04000000001
57.997,83879.04000000001
57.998000000000005,87684.16
57.999,90782.56
58.0,92974.88
58.001,84686.08
58.002,90726.88
58.003,89115.52
58.004,87833.12
58.005,86522.56
58.006,91512.0
58.007,82436.0
58.008,88724.8
58.009,92408.8
58.01,88365.6
58.011,90478.88
58.012,89379.52
58.013,89539.84
58.014,90467.52
58.015,87680.96
58.016,91863.52
58.017,90803.52
58.018,89834.08
58.019,88772.64
58.02,90525.28
58.021,90335.68000000001
58.022,85146.40000000001
58.023,92279.52
58.024,88007.2
58.025,91614.24
58.026,90915.36
58.027,88415.36
58.028,91025.92
58.029,89686.24
58.03,90769.92
58.031,91641.28
58.032000000000004,88494.40000000001
58.033,88483.04000000001
58.034,89834.88
58.035000000000004,93599.84
58.036,91419.36
58.037,85903.84
58.038000000000004,86250.08
58.039,89565.92
58.04,87808.48
58.041000000000004,90959.52
58.042,93557.76
58.043,90426.24
58.044000000000004,90338.72
58.045,94082.24
58.046,90515.52
58.047000000000004,86617.44
58.048,90070.40000000001
58.049,92902.08
58.050000000000004,87720.16
58.051,91434.40000000001
58.052,92692.16
58.053000000000004,87310.56
58.054,88142.88
58.055,90173.28
58.056000000000004,83702.88
58.057,90122.40000000001
58.058,91212.8
58.059000000000005,90245.44
58.06,88997.28
58.061,86542.56
58.062000000000005,91155.52
58.063,88535.52
58.064,86299.68000000001
58.065,84673.28
58.066,89827.2
58.067,88150.40000000001
58.068,92377.76
58.069,90392.48
58.07,91278.08
58.071,91457.12
58.072,94119.52
58.073,86528.32
58.074,88669.6
58.075,84977.12
58.076,86790.40000000001
58.077,85726.24
58.078,87479.84
58.079,88788.8
58.08,93126.88
58.081,95915.2
58.082,87546.72
58.083,90348.32
58.084,90274.08
58.085,85816.8
58.086,91776.16
58.087,86754.40000000001
58.088,92927.04000000001
58.089,89703.68000000001
58.09,87103.84
58.091,85545.44
58.092,89504.64
58.093,90515.52
58.094,89949.12
58.095,91350.56
58.096000000000004,88820.16
58.097,88193.12
58.098,89213.76
58.099000000000004,92414.08
58.1,88480.32
58.101,87555.2
58.102000000000004,88203.52
58.103,91296.96
58.104,85951.04000000001
58.105000000000004,89563.84
58.106,89864.16
58.107,89207.84
58.108000000000004,92533.6
58.109,90170.88
58.11,85823.52
58.111000000000004,88896.8
58.112,87530.88
58.113,89883.68000000001
58.114000000000004,91979.04000000001
58.115,86281.6
58.116,89625.28
58.117000000000004,90303.04000000001
58.118,89747.04000000001
58.119,91766.72
58.120000000000005,88540.8
58.121,91692.64
58.122,87664.96
58.123000000000005,84855.68000000001
58.124,88478.88
58.125,92791.68000000001
58.126,90240.16
58.127,89590.24
58.128,89464.0
58.129,84429.6
58.13,91433.44
58.131,90203.2
58.132,91422.72
58.133,92842.40000000001
58.134,89313.12
58.135,88878.40000000001
58.136,87048.96
58.137,89726.56
58.138,89246.40000000001
58.139,92698.40000000001
58.14,86091.04000000001
58.141,90116.64
58.142,86404.96
58.143,90309.92
58.144,89421.92
58.145,92893.76
58.146,85118.08
58.147,87468.8
58.148,92167.68000000001
58.149,89664.48
58.15,88312.16
58.151,86306.40000000001
58.152,87426.24
58.153,86721.76
58.154,92580.96
58.155,91740.32
58.156,90534.40000000001
58.157000000000004,90784.8
58.158,85370.56
58.159,91619.04000000001
58.160000000000004,89982.72
58.161,86735.52
58.162,88424.32
58.163000000000004,86203.04000000001
58.164,93145.28
58.165,84886.40000000001
58.166000000000004,91129.44
58.167,90569.28
58.168,87856.8
58.169000000000004,86095.36
58.17,91554.40000000001
58.171,88251.04000000001
58.172000000000004,89132.8
58.173,87458.08
58.174,88714.40000000001
58.175000000000004,88790.24
58.176,92596.0
58.177,90424.0
58.178000000000004,91732.16
58.179,91068.96
58.18,88089.12
58.181000000000004,90680.16
58.182,88157.6
58.183,94982.56
58.184000000000005,94469.92
58.185,85975.36
58.186,92435.52
58.187000000000005,88891.36
58.188,87339.36
58.189,82807.68000000001
58.19,86501.92
58.191,89947.52
58.192,87963.2
58.193,88978.56
58.194,85478.24
58.195,88600.32
58.196,90781.6
58.197,88060.32
58.198,91680.0
58.199,91058.72
58.2,84933.44
58.201,90471.84
58.202,89317.6
58.203,87064.48
58.204,91569.44
58.205,89173.92
58.206,92565.92
58.207,88903.68000000001
58.208,87437.92
58.209,87000.96
58.21,90435.68000000001
58.211,89194.08
58.212,87011.36
58.213,86043.84
58.214,86743.04000000001
58.215,91616.48
58.216,88432.64
58.217,92274.24
58.218,92681.76
58.219,87263.36
58.22,86599.36
58.221000000000004,91314.88
58.222,90592.0
58.223,89872.32
58.224000000000004,88295.52
58.225,90538.56
58.226,86403.2
58.227000000000004,86467.84
58.228,87718.24
58.229,87752.96
58.230000000000004,92434.56
58.231,86424.96
58.232,91100.16
58.233000000000004,91753.12
58.234,89152.64
58.235,85465.76
58.236000000000004,88994.88
58.237,92801.28
58.238,89587.52
58.239000000000004,90161.12
58.24,87590.56
58.241,91187.36
58.242000000000004,87380.0
58.243,88757.76
58.244,89560.64
58.245000000000005,86109.76
58.246,89064.8
58.247,92171.84
58.248000000000005,89153.76
58.249,93174.24
58.25,90275.84
58.251,92642.72
58.252,93833.28
58.253,90987.52
58.254,87231.04000000001
58.255,91500.48
58.256,86584.96
58.257,86880.64
58.258,92181.6
58.259,89784.64
58.26,90365.92
58.261,87225.12
58.262,86761.44
58.263,91305.76
58.264,90521.92
58.265,87138.72
58.266,90267.04000000001
58.267,90588.32
58.268,91943.2
58.269,89749.44
58.27,87550.56
58.271,95398.72
58.272,90563.68000000001
58.273,92666.24
58.274,92527.68000000001
58.275,87969.12
58.276,90514.56
58.277,89383.04000000001
58.278,88494.08
58.279,89388.32
58.28,84745.92
58.281,89114.88
58.282000000000004,84273.44
58.283,85576.64
58.284,85041.76
58.285000000000004,89566.56
58.286,85484.16
58.287,89785.92
58.288000000000004,89685.28
58.289,89208.96
58.29,92748.0
58.291000000000004,89639.84
58.292,89056.48
58.293,92011.2
58.294000000000004,91386.72
58.295,89967.2
58.296,87317.92
58.297000000000004,87956.16
58.298,90748.96
58.299,86688.0
58.300000000000004,85285.6
58.301,88859.84
58.302,84060.48
58.303000000000004,88773.6
58.304,88479.36
58.305,89901.12
58.306000000000004,85200.16
58.307,92204.48
58.308,90454.72
58.309000000000005,86372.48
58.31,88405.6
58.311,90765.28
58.312000000000005,86298.72
58.313,86028.96
58.314,90681.12
58.315,89594.56
58.316,89486.88
58.317,90229.6
58.318,94071.52
58.319,86769.92
58.32,87474.40000000001
58.321,91589.12
58.322,85635.04000000001
58.323,88914.08
58.324,89144.96
58.325,91276.96
58.326,87279.84
58.327,90016.96
58.328,91208.32
58.329,89457.76
58.33,92585.92
58.331,89052.48
58.332,87028.16
58.333,87501.44
58.334,94060.48
58.335,92128.0
58.336,88343.2
58.337,93463.04000000001
58.338,90353.28
58.339,85680.32
58.34,87498.56
58.341,88865.28
58.342,87810.88
58.343,91090.56
58.344,87395.84
58.345,83775.68000000001
58.346000000000004,90228.48
58.347,87868.96
58.348,88642.24
58.349000000000004,88685.6
58.35,90153.76
58.351,94731.84
58.352000000000004,86854.72
58.353,87429.44
58.354,91890.88
58.355000000000004,90621.6
58.356,85842.40000000001
58.357,89040.16
58.358000000000004,93856.0
58.359,87184.32
58.36,87508.96
58.361000000000004,84947.84
58.362,90861.76
58.363,87917.92
58.364000000000004,86303.68000000001
58.365,85391.36
58.366,87689.92
58.367000000000004,90499.36
58.368,89921.44
58.369,90957.92
58.370000000000005,92067.04000000001
58.371,89137.28
58.372,92814.08
58.373000000000005,85602.40000000001
58.374,87652.8
58.375,87049.12
58.376,89640.16
58.377,90272.0
58.378,92628.16
58.379,87248.48
58.38,88596.0
58.381,86468.48
58.382,90309.44
58.383,83249.28
58.384,87719.52
58.385,85390.08
58.386,87672.16
58.387,90012.8
58.388,84590.72
58.389,92680.96
58.39,86903.68000000001
58.391,88203.2
58.392,90906.40000000001
58.393,91284.48
58.394,90504.0
58.395,88868.32
58.396,86533.6
58.397,89483.68000000001
58.398,88605.28
58.399,87267.52
58.4,90024.64
58.401,86723.2
58.402,88382.40000000001
58.403,86777.12
58.404,86609.28
58.405,88446.88
58.406,88233.92
58.407000000000004,88100.64
58.408,89112.48
58.409,89990.56
58.410000000000004,87771.36
58.411,86238.24
58.412,93502.24
58.413000000000004,86299.2
58.414,90508.64
58.415,86652.16
58.416000000000004,86535.52
58.417,88738.08
58.418,85469.44
58.419000000000004,89020.8
58.42,92091.04000000001
58.421,86845.12
58.422000000000004,88603.68000000001
58.423,87597.76
58.424,86832.48
58.425000000000004,88798.40000000001
58.426,88047.68000000001
58.427,93086.72
58.428000000000004,89354.40000000001
58.429,87188.0
58.43,90892.0
58.431000000000004,85854.40000000001
58.432,90757.44
58.433,89071.84
58.434000000000005,89933.92
58.435,86974.72
58.436,91525.92
58.437000000000005,94897.76
58.438,89549.28
58.439,90284.0
58.44,86960.96
58.441,89283.52
58.442,92376.32
58.443,89219.04000000001
58.444,91319.52
58.445,89701.92
58.446,93666.24
58.447,89639.36
58.448,93559.52
58.449,88612.64
58.45,87047.36
58.451,88744.8
58.452,86396.0
58.453,89782.88
58.454,87789.6
58.455,86211.52
58.456,88861.76
58.457,86825.92
58.458,87597.76
58.459,86846.56
58.46,87748.96
58.461,89486.72
58.462,89032.32
58.463,86721.28
58.464,90117.92
58.465,92239.52
58.466,91628.64
58.467,91609.28
58.468,88330.40000000001
58.469,92427.84
58.47,91046.72
58.471000000000004,90120.32
58.472,87949.44
58.473,90080.0
58.474000000000004,89690.56
58.475,92791.52
58.476,90920.48
58.477000000000004,94127.2
58.478,88884.64
58.479,90482.24
58.480000000000004,92026.08
58.481,89271.2
58.482,88313.12
58.483000000000004,87670.24
58.484,91238.08
58.485,91131.36
58.486000000000004,90247.52
58.487,88837.76
58.488,88144.96
58.489000000000004,93228.96
58.49,85655.36
58.491,86066.08
58.492000000000004,94744.96
58.493,91069.6
58.494,95246.88
58.495000000000005,91153.44
58.496,90181.76
58.497,90847.2
58.498000000000005,87540.32
58.499,90225.12
58.5,87659.84
58.501,88772.48
58.502,91265.28
58.503,89230.72
58.504,87953.28
58.505,83546.24
58.506,88362.72
58.507,93188.16
58.508,90604.96
58.509,88371.84
58.51,85589.92
58.511,91245.92
58.512,89379.52
58.513,93544.48
58.514,88527.36
58.515,86684.8
58.516,91254.24
58.517,88195.04000000001
58.518,90798.56
58.519,91971.2
58.52,89997.28
58.521,90775.04000000001
58.522,88808.0
58.523,87491.04000000001
58.524,88242.56
58.525,91496.16
58.526,88534.24
58.527,94472.32
58.528,84852.16
58.529,89235.68000000001
58.53,84445.44
58.531,88734.40000000001
58.532000000000004,86100.32
58.533,90244.16
58.534,89804.64
58.535000000000004,89831.04000000001
58.536,87071.84
58.537,85227.52
58.538000000000004,92199.2
58.539,88898.72
58.54,86550.08
58.541000000000004,92925.6
58.542,88337.12
58.543,89224.16
58.544000000000004,92628.48
58.545,87897.6
58.546,88278.72
58.547000000000004,90790.72
58.548,92435.52
58.549,85853.44
58.550000000000004,88881.6
58.551,93773.92
58.552,90258.24
58.553000000000004,88118.40000000001
58.554,87035.68000000001
58.555,90626.72
58.556000000000004,89339.68000000001
58.557,89529.92
58.558,87372.8
58.559000000000005,85408.32
58.56,89167.68000000001
58.561,81452.48
58.562000000000005,88496.48
58.563,91149.76
58.564,89991.84
58.565,87196.48
58.566,93751.68000000001
58.567,89891.68000000001
58.568,86366.72
58.569,88773.28
58.57,85390.24
58.571,93634.88
58.572,92558.56
58.573,89991.84
58.574,91455.68000000001
58.575,88826.40000000001
58.576,87740.48
58.577,90015.2
58.578,88219.84
58.579,91783.2
58.58,90063.36
58.581,89720.32
58.582,88892.8
58.583,89087.2
58.584,90668.48
58.585,85825.6
58.586,85188.16
58.587,90498.56
58.588,89960.48
58.589,88652.96
58.59,90581.76
58.591,87562.24
58.592,90706.88
58.593,87760.8
58.594,86688.8
58.595,89925.76
58.596000000000004,90860.96
58.597,86588.0
58.598,84930.24
58.599000000000004,90701.28
58.6,91915.68000000001
58.601,85344.96
58.602000000000004,89206.72
58.603,88363.2
58.604,91473.28
58.605000000000004,91413.28
58.606,90386.40000000001
58.607,89021.44
58.608000000000004,95316.8
58.609,90350.88
58.61,88182.24
58.611000000000004,87916.32
58.612,90065.76
58.613,87582.24
58.614000000000004,87572.96
58.615,87384.8
58.616,93567.2
58.617000000000004,91617.76
58.618,88411.84
58.619,84728.48
58.620000000000005,88659.04000000001
58.621,88137.6
58.622,93619.84
58.623000000000005,88054.24
58.624,87081.44
58.625,89471.68000000001
58.626,86115.2
58.627,89393.92
58.628,90863.04000000001
58.629,86836.8
58.63,87435.52
58.631,88435.36
58.632,88397.12
58.633,93247.52
58.634,88577.76
58.635,85995.2
58.636,91915.84
58.637,88964.32
58.638,85772.8
58.639,90257.76
58.64,88474.88
58.641,85521.44
58.642,87653.12
58.643,90622.56
58.644,89352.16
58.645,90526.56
58.646,85629.6
58.647,87358.40000000001
58.648,90971.84
58.649,90931.84
58.65,89542.88
58.651,89040.8
58.652,85486.40000000001
58.653,88774.56
58.654,86865.6
58.655,90404.32
58.656,90125.92
58.657000000000004,91690.56
58.658,91139.2
58.659,87724.8
58.660000000000004,89085.28
58.661,88284.8
58.662,93499.36
58.663000000000004,89953.76
58.664,85150.40000000001
58.665,89545.6
58.666000000000004,90121.92
58.667,89980.8
58.668,91143.68000000001
58.669000000000004,90323.36
58.67,87919.84
58.671,85948.8
58.672000000000004,90867.68000000001
58.673,90166.24
58.674,91047.2
58.675000000000004,89430.24
58.676,91525.6
58.677,89347.2
58.678000000000004,94183.52
58.679,87632.8
58.68,89683.68000000001
58.681000000000004,89845.92
58.682,89029.6
58.683,84338.56
58.684000000000005,85659.36
58.685,88531.36
58.686,88443.2
58.687000000000005,90378.56
58.688,87307.52
58.689,87886.88
58.69,88887.04000000001
58.691,90129.12
58.692,87885.12
58.693,90509.44
58.694,91346.88
58.695,86458.40000000001
58.696,92584.8
58.697,91585.44
58.698,91881.76
58.699,88847.84
58.7,84855.36
58.701,83705.44
58.702,87610.56
58.703,88720.48
58.704,90437.44
58.705,92270.24
58.706,89439.2
58.707,90319.68000000001
58.708,88501.92
58.709,85723.84
58.71,91566.72
58.711,88469.76
58.712,85681.6
58.713,85888.96
58.714,88633.92
58.715,85218.08
58.716,86464.32
58.717,87618.08
58.718,91977.44
58.719,87575.84
58.72,87125.44
58.721000000000004,88284.48
58.722,90242.72
58.723,88877.6
58.724000000000004,88315.2
58.725,87476.16
58.726,87025.28
58.727000000000004,89806.56
58.728,86422.56
58.729,93584.96
58.730000000000004,86150.56
58.731,86282.40000000001
58.732,86927.68000000001
58.733000000000004,93624.0
58.734,85922.24
58.735,90756.48
58.736000000000004,90587.2
58.737,92177.76
58.738,90851.04000000001
58.739000000000004,90426.40000000001
58.74,85608.8
58.741,90719.68000000001
58.742000000000004,91585.92
58.743,89504.64
58.744,88205.76
58.745000000000005,92238.72
58.746,85761.44
58.747,92667.68000000001
58.748000000000005,87964.8
58.749,91508.16
58.75,88440.16
58.751000000000005,93156.48
58.752,91406.08
58.753,84621.6
58.754,89997.92
58.755,90645.12
58.756,91376.64
58.757,86603.68000000001
58.758,93328.16
58.759,86833.6
58.76,86938.24
58.761,89060.32
58.762,91425.28
58.763,95404.64
58.764,90427.2
58.765,91742.24
58.766,88604.32
58.767,91282.08
58.768,90236.8
58.769,89411.52
58.77,91150.88
58.771,89656.8
58.772,88513.44
58.773,88890.40000000001
58.774,87986.88
58.775,87444.96
58.776,89592.16
58.777,88566.72
58.778,89340.48
58.779,90813.6
58.78,84338.88
58.781,91023.04000000001
58.782000000000004,89452.96
58.783,88811.2
58.784,89336.96
58.785000000000004,89963.52
58.786,89949.44
58.787,90654.56
58.788000000000004,92989.28
58.789,92144.48
58.79,92574.88
58.791000000000004,90737.28
58.792,91101.6
58.793,91024.8
58.794000000000004,89079.68000000001
58.795,92151.52
58.796,86971.2
58.797000000000004,90075.2
58.798,92511.04000000001
58.799,86454.72
58.800000000000004,91027.2
58.801,91169.28
58.802,83740.64
58.803000000000004,87218.72
58.804,85631.04000000001
58.805,88663.04000000001
58.806000000000004,90536.0
58.807,90225.44
58.808,87085.76
58.809000000000005,92466.88
58.81,91387.84
58.811,87797.44
58.812000000000005,90725.28
58.813,89724.64
58.814,90769.12
58.815,91825.28
58.816,86773.6
58.817,89169.44
58.818,92511.68000000001
58.819,88073.12
58.82,92177.76
58.821,87534.24
58.822,88620.16
58.823,88704.48
58.824,86649.76
58.825,90007.2
58.826,86129.92
58.827,85933.6
58.828,89302.24
58.829,84292.16
58.83,88622.24
58.831,87221.12
58.832,83278.88
58.833,89390.56
58.834,86432.64
58.835,85736.64
58.836,84528.48
58.837,88429.6
58.838,83248.0
58.839,88770.56
58.84,93593.76
58.841,90853.6
58.842,89305.6
58.843,87980.8
58.844,84547.68000000001
58.845,86966.56
58.846000000000004,85336.32
58.847,91360.32
58.848,87892.16
58.849000000000004,85198.40000000001
58.85,89266.24
58.851,86851.36
58.852000000000004,87127.68000000001
58.853,85128.64
58.854,89843.2
58.855000000000004,90149.92
58.856,88986.72
58.857,89461.44
58.858000000000004,90288.64
58.859,90526.08
58.86,85136.32
58.861000000000004,93548.96
58.862,96492.16
58.863,89683.36
58.864000000000004,89531.52
58.865,85777.28
58.866,90456.48
58.867000000000004,87500.96
58.868,88095.52
58.869,87961.92
58.870000000000005,92312.96
58.871,89116.32
58.872,89747.04000000001
58.873000000000005,94948.48
58.874,92415.36
58.875,87711.52
58.876000000000005,90013.76
58.877,88789.28
58.878,90565.44
58.879,90801.44
58.88,90530.56
58.881,87937.28
58.882,85742.56
58.883,87563.36
58.884,90366.24
58.885,84388.64
58.886,86366.40000000001
58.887,91278.40000000001
58.888,89720.48
58.889,82786.24
58.89,91108.96
58.891,88942.56
58.892,91292.96
58.893,88494.24
58.894,91321.6
58.895,92634.56
58.896,86642.56
58.897,89221.44
58.898,90834.08
58.899,89054.24
58.9,88370.40000000001
58.901,86969.6
58.902,89253.12
58.903,92812.16
58.904,87540.16
58.905,88367.2
58.906,90969.6
58.907000000000004,90629.28
58.908,84714.40000000001
58.909,85239.52
58.910000000000004,89632.48
58.911,89293.44
58.912,93549.92
58.913000000000004,90146.56
58.914,89088.8
58.915,91048.48
58.916000000000004,88294.24
58.917,88123.52
58.918,94114.40000000001
58.919000000000004,90878.24
58.92,93020.64
58.921,88353.76
58.922000000000004,89668.96
58.923,85104.32
58.924,89904.8
58.925000000000004,89724.32
58.926,91217.92
58.927,84200.8
58.928000000000004,91832.16
58.929,91121.6
58.93,87830.08
58.931000000000004,92476.32
58.932,87892.16
58.933,88605.92
58.934000000000005,87936.64
58.935,91642.72
58.936,87440.96
58.937000000000005,87796.48
58.938,85995.84
58.939,89117.28
58.94,90874.72
58.941,87946.08
58.942,93408.8
58.943,93821.44
58.944,87504.0
58.945,91509.12
58.946,89237.44
58.947,86369.12
58.948,87185.28
58.949,87841.28
58.95,89158.72
58.951,89599.68000000001
58.952,90728.32
58.953,89010.72
58.954,90947.68000000001
58.955,89924.96
