t,pressure
9.576,88692.0
9.577,86568.32
9.578,85483.36
9.579,83882.08
9.58,84352.16
9.581,87247.04000000001
9.582,88663.2
9.583,83067.84
9.584,87614.56
9.585,86599.2
9.586,80986.72
9.587,82678.56
9.588000000000001,86637.12
9.589,84538.08
9.59,80834.08
9.591000000000001,87302.40000000001
9.592,87332.16
9.593,81035.84
9.594,86478.72
9.595,83207.2
9.596,88322.08
9.597,85192.96
9.598,82622.72
9.599,84794.72
9.6,88389.28
9.601,84455.04000000001
9.602,88138.56
9.603,82847.2
9.604000000000001,85882.24
9.605,88983.84
9.606,87971.2
9.607,88451.52
9.608,84691.84
9.609,81791.52
9.61,85707.68000000001
9.611,89356.64
9.612,85710.88
9.613,88148.64
9.614,86896.64
9.615,85021.28
9.616,84740.8
9.617,87779.2
9.618,83049.44
9.619,86267.84
9.620000000000001,84410.88
9.621,84297.28
9.622,83647.36
9.623,86638.88
9.624,87092.32
9.625,83816.96
9.626,87840.64
9.627,85572.64
9.628,82460.16
9.629,84813.76
9.63,85049.44
9.631,82809.92
9.632,86214.88
9.633000000000001,84643.68000000001
9.634,82244.32
9.635,85257.92
9.636000000000001,83427.2
9.637,86701.92
9.638,83846.88
9.639,83393.12
9.64,84667.52
9.641,86380.32
9.642,89837.28
9.643,87740.64
9.644,84233.76
9.645,86652.96
9.646,85807.84
9.647,87810.40000000001
9.648,84470.24
9.649000000000001,87151.2
9.65,89347.36
9.651,89107.84
9.652000000000001,83541.12
9.653,81463.2
9.654,87836.48
9.655,89386.40000000001
9.656,82012.32
9.657,87532.16
9.658,87163.68000000001
9.659,85045.44
9.66,84777.44
9.661,88890.88
9.662,83560.32
9.663,85069.6
9.664,85262.24
9.665000000000001,88786.24
9.666,86816.96
9.667,80251.04000000001
9.668000000000001,89048.48
9.669,84677.44
9.67,87500.16
9.671,83825.92
9.672,84729.12
9.673,82421.12
9.674,85182.88
9.675,83938.56
9.676,87444.8
9.677,85309.28
9.678,84453.44
9.679,87388.96
9.68,82812.0
9.681000000000001,84979.68000000001
9.682,88364.0
9.683,88730.08
9.684000000000001,88652.0
9.685,83993.92
9.686,86075.04000000001
9.687,88349.44
9.688,85409.44
9.689,86311.04000000001
9.69,84509.92
9.691,85138.56
9.692,87027.52
9.693,85930.24
9.694,85166.88
9.695,79313.12
9.696,89209.44
9.697000000000001,85568.16
9.698,83218.56
9.699,89311.36
9.700000000000001,86047.2
9.701,85914.08
9.702,89271.84
9.703,81012.0
9.704,85894.08
9.705,83881.6
9.706,90135.52
9.707,84909.28
9.708,87058.08
9.709,84675.2
9.71,88433.92
9.711,85715.84
9.712,85143.52
9.713000000000001,88360.16
9.714,80496.96
9.715,90241.28
9.716000000000001,87215.04000000001
9.717,89377.28
9.718,90013.44
9.719,89312.8
9.72,87672.96
9.721,88780.96
9.722,85991.68000000001
9.723,86100.16
9.724,89965.76
9.725,82547.68000000001
9.726,88691.04000000001
9.727,86329.6
9.728,84573.12
9.729000000000001,84105.28
9.73,85906.40000000001
9.731,89108.48
9.732,83409.6
9.733,82449.6
9.734,85598.72
9.735,83906.08
9.736,86276.8
9.737,86025.6
9.738,86336.96
9.739,82901.28
9.74,88511.52
9.741,89080.96
9.742,85866.08
9.743,85202.08
9.744,83537.92
9.745000000000001,87472.32
9.746,86381.92
9.747,84294.72
9.748,89997.28
9.749,87314.56
9.75,84028.64
9.751,89084.64
9.752,86332.32
9.753,87201.92
9.754,84244.8
9.755,83120.16
9.756,86649.92
9.757,80817.28
9.758000000000001,83796.48
9.759,85090.40000000001
9.76,84835.2
9.761000000000001,83495.04000000001
9.762,86244.48
9.763,84096.8
9.764,86474.72
9.765,88165.12
9.766,85736.8
9.767,87464.16
9.768,84125.28
9.769,86093.76
9.77,86349.76
9.771,84286.24
9.772,88541.6
9.773,80237.76
9.774000000000001,90107.84
9.775,88112.32
9.776,87222.88
9.777000000000001,85669.28
9.778,84332.8
9.779,85690.88
9.78,90190.72
9.781,86803.52
9.782,88803.36
9.783,86519.68000000001
9.784,82965.44
9.785,89018.72
9.786,87848.96
9.787,85994.88
9.788,86346.08
9.789,84200.32
9.790000000000001,82927.2
9.791,81754.88
9.792,86368.32
9.793000000000001,83833.76
9.794,84788.8
9.795,83291.36
9.796,87456.48
9.797,86650.56
9.798,86757.92
9.799,86540.32
9.8,85582.08
9.801,83436.16
9.802,88205.6
9.803,86765.92
9.804,86960.48
9.805,85571.04000000001
9.806000000000001,85953.12
9.807,85381.44
9.808,87256.48
9.809000000000001,88679.84
9.81,84599.04000000001
9.811,87066.08
9.812,83157.76
9.813,86902.24
9.814,82987.36
9.815,90634.88
9.816,86036.48
9.817,84387.04000000001
9.818,83978.08
9.819,84960.32
9.82,85402.56
9.821,84327.36
9.822000000000001,83774.56
9.823,88302.88
9.824,78896.16
9.825000000000001,89181.44
9.826,86682.56
9.827,86761.6
9.828,82833.76
9.829,85719.52
9.83,86104.8
9.831,79714.72
9.832,82504.32
9.833,85018.88
9.834,88046.08
9.835,87666.88
9.836,83463.04000000001
9.837,84729.92
9.838000000000001,83829.12
9.839,84512.32
9.84,87923.52
9.841000000000001,82818.72
9.842,86720.32
9.843,84758.72
9.844,86284.16
9.845,82363.2
9.846,82453.44
9.847,87133.6
9.848,80870.08
9.849,84848.96
9.85,87693.76
9.851,86713.76
9.852,84589.44
9.853,83498.72
9.854000000000001,86274.40000000001
9.855,88441.76
9.856,88842.88
9.857,83311.84
9.858,82466.24
9.859,86500.96
9.86,80592.48
9.861,88636.96
9.862,89418.24
9.863,89044.48
9.864,85965.6
9.865,89361.28
9.866,85571.52
9.867,80585.44
9.868,80643.36
9.869,87366.88
9.870000000000001,86115.52
9.871,85779.84
9.872,85186.88
9.873,83413.12
9.874,87898.08
9.875,88167.68000000001
9.876,87119.2
9.877,90382.72
9.878,81837.44
9.879,85049.44
9.88,86362.72
9.881,91411.52
9.882,86289.92
9.883000000000001,87100.48
9.884,89999.04000000001
9.885,83748.64
9.886000000000001,82746.08
9.887,88607.68000000001
9.888,85613.28
9.889,86122.72
9.89,85272.96
9.891,84869.6
9.892,87928.64
9.893,82751.2
9.894,85087.36
9.895,89408.32
9.896,87964.16
9.897,86814.24
9.898,86058.40000000001
9.899000000000001,86032.16
9.9,87765.76
9.901,85486.56
9.902000000000001,87506.08
9.903,89824.32
9.904,91457.28
9.905,84862.08
9.906,85888.48
9.907,80525.44
9.908,83049.44
9.909,90363.84
9.91,89511.2
9.911,83466.56
9.912,85689.92
9.913,86702.88
9.914,85588.64
9.915000000000001,84636.48
9.916,87595.52
9.917,83603.36
9.918000000000001,88240.48
9.919,82460.96
9.92,85376.32
9.921,83738.08
9.922,86166.88
9.923,83956.48
9.924,84539.84
9.925,89909.6
9.926,86378.40000000001
9.927,89016.0
9.928,85142.40000000001
9.929,84288.32
9.93,83398.24
9.931000000000001,89706.24
9.932,82625.44
9.933,85212.48
9.934000000000001,85269.44
9.935,85987.52
9.936,88775.04000000001
9.937,81942.40000000001
9.938,89578.08
9.939,88317.92
9.94,94482.56
9.941,83033.44
9.942,87632.96
9.943,88535.36
9.944,86827.68000000001
9.945,84234.08
9.946,87853.44
9.947000000000001,86315.36
9.948,90303.2
9.949,87974.24
9.950000000000001,88147.68000000001
9.951,89127.84
9.952,83930.72
9.953,85588.64
9.954,82753.44
9.955,85641.28
9.956,90040.64
9.957,88508.96
9.958,85782.72
9.959,86763.2
9.96,87021.92
9.961,88751.52
9.962,84334.24
9.963000000000001,84817.6
9.964,90666.24
9.965,85062.88
9.966000000000001,84501.12
9.967,84457.92
9.968,87156.64
9.969,87193.76
9.97,85646.72
9.971,85059.68000000001
9.972,85173.92
9.973,81726.40000000001
9.974,85059.36
9.975,89803.84
9.976,82235.52
9.977,87725.6
9.978,85244.8
9.979000000000001,81011.68000000001
9.98,79997.6
9.981,87026.24
9.982000000000001,85443.84
9.983,87162.08
9.984,87607.2
9.985,86335.2
9.986,84436.48
9.987,84897.92
9.988,86328.64
9.989,84773.44
9.99,85863.52
9.991,81423.52
9.992,79589.6
9.993,85485.28
9.994,87157.76
9.995000000000001,83225.76
9.996,84848.32
9.997,78979.2
9.998,82369.28
9.999,88465.6
10.0,85425.6
10.001,86610.08
10.002,86595.84
10.003,83680.96
10.004,85178.88
10.005,84285.44
10.006,86728.96
10.007,86569.44
10.008000000000001,82601.12
10.009,84044.8
10.01,85053.92
10.011000000000001,86634.88
10.012,84891.84
10.013,84731.2
10.014,83767.68000000001
10.015,87402.08
10.016,84015.36
10.017,82919.2
10.018,87058.24
10.019,82197.12
10.02,82253.76
10.021,83558.40000000001
10.022,87694.40000000001
10.023,86484.8
10.024000000000001,84737.12
10.025,86942.08
10.026,83267.52
10.027000000000001,86001.44
10.028,81545.92
10.029,84987.36
10.03,88080.64
10.031,86262.72
10.032,87286.88
10.033,86686.72
10.034,86060.48
10.035,87649.28
10.036,82694.24
10.037,83788.16
10.038,84818.24
10.039,87992.0
10.040000000000001,87551.2
10.041,83144.8
10.042,82527.84
10.043000000000001,90165.92
10.044,89091.04000000001
10.045,88057.44
10.046,84953.28
10.047,86323.2
10.048,82067.68000000001
10.049,89182.88
10.05,85381.92
10.051,85515.84
10.052,87686.24
10.053,83356.96
10.054,86566.72
10.055,82970.56
10.056000000000001,86993.12
10.057,84367.84
10.058,88243.36
10.059000000000001,85641.76
10.06,87503.36
10.061,83661.12
10.062,83069.76
10.063,87544.16
10.064,91883.68000000001
10.065,83883.84
10.066,85569.92
10.067,95746.56
10.068,87337.12
10.069,87856.32
10.07,84779.2
10.071,86539.52
10.072000000000001,83490.56
10.073,85525.44
10.074,85779.68000000001
10.075000000000001,87620.16
10.076,83609.28
10.077,83838.24
10.078,88234.40000000001
10.079,85365.6
10.08,85775.04000000001
10.081,88345.92
10.082,87356.8
10.083,89343.52
10.084,84078.88
10.085,88517.12
10.086,93066.72
10.087,85729.12
10.088000000000001,84472.48
10.089,85998.08
10.09,84231.04000000001
10.091000000000001,77492.0
10.092,87498.88
10.093,81439.68000000001
10.094,85802.56
10.095,81304.64
10.096,89291.52
10.097,83790.24
10.098,84091.36
10.099,85506.24
10.1,89063.68000000001
10.101,88650.88
10.102,87638.24
10.103,85281.92
10.104000000000001,85719.84
10.105,87647.04000000001
10.106,87574.72
10.107000000000001,87478.72
10.108,91288.96
10.109,82761.76
10.11,88272.8
10.111,83351.84
10.112,85478.40000000001
10.113,86637.28
10.114,87343.36
10.115,86861.6
10.116,90290.24
10.117,85723.2
10.118,87736.32
10.119,85626.72
10.120000000000001,88552.48
10.121,88128.8
10.122,84230.72
10.123,87185.6
10.124,85811.2
10.125,85503.52
10.126,88048.96
10.127,83031.36
10.128,78660.16
10.129,86699.84
10.13,84677.6
10.131,84105.44
10.132,84329.6
10.133000000000001,85813.44
10.134,83177.6
10.135,80770.88
10.136000000000001,84683.36
10.137,81476.96
10.138,85260.8
10.139,83124.48
10.14,87412.48
10.141,84507.36
10.142,82730.08
10.143,85844.96
10.144,82012.96
10.145,83870.72
10.146,84801.92
10.147,88574.88
10.148,86738.40000000001
10.149000000000001,88181.6
10.15,85561.12
10.151,86486.24
10.152000000000001,84399.36
10.153,84961.92
10.154,88210.72
10.155,85799.84
10.156,84640.32
10.157,82021.12
10.158,84168.48
10.159,83086.40000000001
10.16,81428.8
10.161,87349.76
10.162,88216.16
10.163,85374.08
10.164,92701.6
10.165000000000001,87718.72
10.166,78920.16
10.167,87212.0
10.168000000000001,87259.36
10.169,80294.72
10.17,85833.6
10.171,85141.92
10.172,81567.52
10.173,88557.76
10.174,85743.84
10.175,82462.72
10.176,86388.64
10.177,84268.8
10.178,90397.92
10.179,89399.68000000001
10.18,85079.04000000001
10.181000000000001,82901.6
10.182,87425.6
10.183,83029.6
10.184000000000001,84613.28
10.185,84272.0
10.186,82557.92
10.187,84081.92
10.188,87479.04000000001
10.189,82903.04000000001
10.19,90212.96
10.191,87316.8
10.192,85531.52
10.193,83339.2
10.194,81525.6
10.195,86022.24
10.196,84163.52
10.197000000000001,84858.40000000001
10.198,83768.16
10.199,90060.0
10.200000000000001,86788.0
10.201,87182.88
10.202,86684.32
10.203,84939.2
10.204,82664.8
10.205,88929.12
10.206,87148.16
10.207,87440.16
10.208,82525.92
10.209,84872.96
10.21,83260.96
10.211,83557.12
10.212,87388.0
10.213000000000001,81164.8
10.214,83046.88
10.215,83524.8
10.216000000000001,86288.64
10.217,83660.0
10.218,81724.64
10.219,81078.40000000001
10.22,88980.0
10.221,82067.36
10.222,83269.6
10.223,81969.12
10.224,88075.52
10.225,89501.92
10.226,87388.16
10.227,89062.40000000001
10.228,82977.28
10.229000000000001,83743.04000000001
10.23,83925.44
10.231,84903.84
10.232000000000001,85940.96
10.233,86409.6
10.234,82954.08
10.235,86443.2
10.236,86897.28
10.237,82747.52
10.238,87661.76
10.239,86390.40000000001
10.24,85578.56
10.241,90202.72
10.242,85012.64
10.243,83741.12
10.244,88072.0
10.245000000000001,87238.72
10.246,86559.84
10.247,90405.92
10.248,88984.96
10.249,84382.24
10.25,84167.36
10.251,82477.76
10.252,84801.92
10.253,85623.36
10.254,86853.44
10.255,85482.72
10.256,84884.64
10.257,84691.68000000001
10.258000000000001,87730.40000000001
10.259,82460.32
10.26,86547.68000000001
10.261000000000001,87702.88
10.262,88400.96
10.263,84383.2
10.264,85993.44
10.265,85653.44
10.266,84764.16
10.267,90820.16
10.268,84496.16
10.269,84747.84
10.27,82585.12
10.271,85328.32
10.272,85699.52
10.273,89001.44
10.274000000000001,88557.12
10.275,89347.04000000001
10.276,87298.56
10.277000000000001,86526.72
10.278,87914.08
10.279,88332.16
10.28,86814.56
10.281,79899.84
10.282,86635.2
10.283,85953.44
10.284,84407.04000000001
10.285,82912.96
10.286,88400.64
10.287,88626.56
10.288,83652.16
10.289,87495.2
10.290000000000001,89220.16
10.291,82756.8
10.292,83453.28
10.293000000000001,83014.88
10.294,85256.64
10.295,88004.0
10.296,85190.88
10.297,87797.6
10.298,86099.84
10.299,88376.64
10.3,92788.96
10.301,85458.56
10.302,86358.56
10.303,85077.44
10.304,92543.84
10.305,86406.88
10.306000000000001,89671.84
10.307,87188.48
10.308,86806.08
10.309000000000001,81885.12
10.31,87791.52
10.311,83192.96
10.312,89694.40000000001
10.313,83973.28
10.314,84428.64
10.315,86705.92
10.316,88883.68000000001
10.317,83850.56
10.318,82168.32
10.319,87485.12
10.32,85191.36
10.321,87243.04000000001
10.322000000000001,82916.0
10.323,82477.6
10.324,85217.28
10.325000000000001,84272.8
10.326,85329.6
10.327,82632.8
10.328,81332.16
10.329,85232.48
10.33,86455.52
10.331,85976.64
10.332,85737.44
10.333,83949.12
10.334,84713.76
10.335,84346.40000000001
10.336,88926.24
10.337,85905.76
10.338000000000001,84232.96
10.339,90350.56
10.34,87317.6
10.341000000000001,86772.8
10.342,87471.84
10.343,85077.76
10.344,83667.52
10.345,86924.8
10.346,88137.76
10.347,83102.88
10.348,86188.16
10.349,80321.92
10.35,88264.96
10.351,86236.8
10.352,86571.36
10.353,83066.56
10.354000000000001,83887.52
10.355,85224.8
10.356,87046.40000000001
10.357000000000001,84079.04000000001
10.358,85493.44
10.359,90108.64
10.36,85868.8
10.361,86707.36
10.362,87399.04000000001
10.363,84909.28
10.364,83725.28
10.365,84197.28
10.366,85359.84
10.367,84552.0
10.368,82803.2
10.369,85515.2
10.370000000000001,87591.84
10.371,89831.2
10.372,83189.6
10.373,80839.68000000001
10.374,79844.0
10.375,84828.0
10.376,87308.96
10.377,85505.44
10.378,90077.92
10.379,82742.72
10.38,86770.08
10.381,84774.24
10.382,89152.96
10.383000000000001,83854.88
10.384,88527.36
10.385,86616.0
10.386000000000001,82444.32
10.387,85485.6
10.388,87419.68000000001
10.389,84937.28
10.39,84502.40000000001
10.391,83639.84
10.392,88159.84
10.393,84306.40000000001
10.394,83920.48
10.395,86071.2
10.396,89420.16
10.397,83954.40000000001
10.398,83434.08
10.399000000000001,86707.04000000001
10.4,84336.8
10.401,85336.16
10.402000000000001,88689.28
10.403,81932.8
10.404,85204.16
10.405,86132.96
10.406,86910.24
10.407,85789.28
10.408,83048.64
10.409,82953.44
10.41,82100.0
10.411,85760.64
10.412,84674.72
10.413,81984.48
10.414,86850.88
10.415000000000001,86309.92
10.416,88557.28
10.417,87645.76
10.418000000000001,87096.96
10.419,86280.0
10.42,83894.24
10.421,86226.24
10.422,83423.84
10.423,84276.32
10.424,85765.92
10.425,83898.88
10.426,87057.28
10.427,87540.32
10.428,86688.48
10.429,89308.64
10.43,87592.0
10.431000000000001,84856.8
10.432,86852.32
10.433,87014.88
10.434000000000001,87629.28
10.435,85740.8
10.436,83581.6
10.437,82889.12
10.438,83856.16
10.439,86001.92
10.44,82076.16
10.441,87121.92
10.442,88142.88
10.443,84946.72
10.444,83324.64
10.445,88598.24
10.446,84235.2
10.447000000000001,90366.72
10.448,86331.2
10.449,86671.2
10.450000000000001,85227.36
10.451,90599.52
10.452,89935.04000000001
10.453,85854.24
10.454,84801.44
10.455,88785.28
10.456,83167.68000000001
10.457,84897.92
10.458,82455.2
10.459,85344.16
10.46,87283.68000000001
10.461,79476.96
10.462,86088.96
10.463000000000001,83466.24
10.464,82120.48
10.465,85778.56
10.466000000000001,85955.84
10.467,87144.8
10.468,83335.68000000001
10.469,85959.36
10.47,84331.2
10.471,88385.92
10.472,87551.2
10.473,87812.96
10.474,85721.92
10.475,84709.92
10.476,85738.88
10.477,84876.0
10.478,84865.44
10.479000000000001,83497.28
10.48,86073.92
10.481,85796.32
10.482000000000001,88049.92
10.483,79390.40000000001
10.484,86237.28
10.485,88522.08
10.486,86299.84
10.487,83608.96
10.488,82339.2
10.489,81089.44
10.49,85874.88
10.491,80262.56
10.492,87171.04000000001
10.493,86355.36
10.494,86639.36
10.495000000000001,83834.88
10.496,85736.16
10.497,85238.88
10.498,81714.56
10.499,88143.2
10.5,87882.24
10.501,85459.68000000001
10.502,82025.28
10.503,86146.56
10.504,87786.40000000001
10.505,81900.0
10.506,84344.32
10.507,84934.88
10.508000000000001,87160.48
10.509,88578.56
10.51,81736.32
10.511000000000001,83791.36
10.512,85361.92
10.513,85244.48
10.514,83654.88
10.515,85119.36
10.516,85421.76
10.517,84466.40000000001
10.518,88993.12
10.519,85723.84
10.52,82394.56
10.521,85433.6
10.522,83478.88
10.523,80380.64
10.524000000000001,87520.16
10.525,89617.12
10.526,85892.48
10.527000000000001,85563.52
10.528,83936.16
10.529,86129.6
10.53,89066.72
10.531,85217.12
10.532,85821.28
10.533,85407.04000000001
10.534,88102.72
10.535,80391.68000000001
10.536,83995.36
10.537,83517.28
10.538,87881.28
10.539,84373.6
10.540000000000001,86596.16
10.541,84788.96
10.542,85897.28
10.543000000000001,88895.52
10.544,82679.52
10.545,83932.64
10.546,87292.0
10.547,84646.08
10.548,84897.12
10.549,91738.40000000001
10.55,86840.16
10.551,84134.56
10.552,83610.40000000001
10.553,82072.0
10.554,83472.32
10.555,87363.68000000001
10.556000000000001,85084.32
10.557,84829.28
10.558,85365.12
10.559000000000001,82901.92
10.56,83690.56
10.561,89010.40000000001
10.562,84734.08
10.563,88132.48
10.564,82509.6
10.565,83044.32
10.566,87272.16
10.567,86328.96
10.568,88211.36
10.569,87552.48
10.57,82961.28
10.571,84836.48
10.572000000000001,84599.52
10.573,87582.08
10.574,86486.40000000001
10.575000000000001,78785.28
10.576,86685.76
10.577,86985.76
10.578,86911.68000000001
10.579,88310.24
10.58,87286.56
10.581,82730.40000000001
10.582,85785.76
10.583,80438.40000000001
10.584,84145.44
10.585,86574.56
10.586,87987.68000000001
10.587,85136.48
10.588000000000001,85532.8
10.589,89530.72
10.59,84061.12
10.591000000000001,86415.68000000001
10.592,87617.12
10.593,87191.84
10.594,90538.56
10.595,82380.8
10.596,87454.08
10.597,88272.32
10.598,83606.08
10.599,84806.40000000001
10.6,88417.6
10.601,87140.16
10.602,84634.08
10.603,86846.24
10.604000000000001,87010.56
10.605,85554.24
10.606,79700.8
10.607000000000001,89094.56
10.608,85255.36
10.609,84547.04000000001
10.61,85965.12
10.611,85014.24
10.612,85009.12
10.613,86997.44
10.614,86374.24
10.615,81510.08
10.616,85417.6
10.617,89384.8
10.618,86774.56
10.619,81433.6
10.620000000000001,82796.96
10.621,83472.8
10.622,86304.16
10.623000000000001,85844.64
10.624,83891.84
10.625,84458.40000000001
10.626,83677.92
10.627,83962.56
10.628,87910.56
10.629,88622.40000000001
10.63,85818.08
10.631,85673.28
10.632,88100.96
10.633000000000001,88386.88
10.634,87755.36
10.635,87051.2
10.636000000000001,85132.96
10.637,84170.40000000001
10.638,84106.88
10.639,86457.92
10.64,90693.6
10.641,79426.24
10.642,86534.08
10.643,83946.56
10.644,81676.48
10.645,81696.8
10.646,89234.24
10.647,85225.12
10.648,84269.28
10.649000000000001,87310.88
10.65,82172.64
10.651,88396.0
10.652000000000001,89368.16
10.653,90487.2
10.654,83729.12
10.655,90253.92
10.656,89444.0
10.657,84428.64
10.658,84214.24
10.659,86036.8
10.66,89009.92
10.661,88348.48
10.662,80412.64
10.663,83769.12
10.664,85330.56
10.665000000000001,87595.84
10.666,89516.48
10.667,83604.8
10.668000000000001,88133.92
10.669,85081.44
10.67,81446.72
10.671,86290.72
10.672,83935.84
10.673,88396.16
10.674,86252.8
10.675,83102.08
10.676,87223.52
10.677,85129.6
10.678,87130.72
10.679,89976.64
10.68,84621.6
10.681000000000001,85491.2
10.682,82327.52
10.683,82543.84
10.684000000000001,91444.0
10.685,84546.88
10.686,82381.6
10.687,83578.40000000001
10.688,83794.88
10.689,89240.48
10.69,87972.64
10.691,86907.36
10.692,84957.6
10.693,90989.28
10.694,87519.68000000001
10.695,86942.88
10.696,88212.64
10.697000000000001,88828.32
10.698,82693.28
10.699,84696.48
10.700000000000001,83990.08
10.701,87644.32
10.702,80925.92
10.703,89218.24
10.704,84531.2
10.705,87721.6
10.706,82841.44
10.707,82570.56
10.708,85894.56
10.709,87744.96
10.71,82209.92
10.711,86760.8
10.712,83056.96
10.713000000000001,79712.0
10.714,84811.2
10.715,84626.88
10.716000000000001,87106.40000000001
10.717,84660.64
10.718,85630.72
10.719,87735.68000000001
10.72,89159.68000000001
10.721,85308.96
10.722,86335.84
10.723,87746.88
10.724,83348.0
10.725,84061.44
10.726,85924.48
10.727,85529.76
10.728,82477.12
10.729000000000001,88504.32
10.73,78756.0
10.731,86821.92
10.732000000000001,85017.12
10.733,83803.04000000001
10.734,86333.28
10.735,81598.24
10.736,85048.64
10.737,86954.56
10.738,78722.40000000001
10.739,84583.52
10.74,86625.76
10.741,82995.52
10.742,86505.92
10.743,89012.32
10.744,88730.24
10.745000000000001,83868.16
10.746,86615.36
10.747,87405.28
10.748000000000001,82731.68000000001
10.749,82875.2
10.75,86989.28
10.751,82571.52
10.752,83470.72
10.753,86577.92
10.754,84104.32
10.755,84396.64
10.756,85004.64
10.757,82217.28
10.758000000000001,84978.88
10.759,85214.08
10.76,86127.36
10.761000000000001,85853.44
10.762,79535.52
10.763,85221.28
10.764,85924.8
10.765,89719.04000000001
10.766,84749.12
10.767,84334.40000000001
10.768,85971.84
10.769,78065.12
10.77,83634.88
10.771,85249.44
10.772,86080.64
10.773,85952.96
10.774000000000001,87933.12
10.775,79978.08
10.776,87884.96
10.777000000000001,85426.56
10.778,85493.44
10.779,86446.40000000001
10.78,82661.92
10.781,86020.8
10.782,82219.84
10.783,83681.92
10.784,80733.28
10.785,87281.92
10.786,89227.04000000001
10.787,86475.36
10.788,85986.72
10.789,84600.48
10.790000000000001,81454.08
10.791,86069.76
10.792,88709.76
10.793000000000001,84959.2
10.794,86087.2
10.795,86312.64
10.796,84206.08
10.797,89568.32
10.798,86406.56
10.799,84472.16
10.8,83231.68000000001
10.801,80033.12
10.802,86846.88
10.803,86526.24
10.804,85175.84
10.805,87341.44
10.806000000000001,82215.84
10.807,86292.16
10.808,88636.0
10.809000000000001,86984.32
10.81,85130.56
10.811,84418.40000000001
10.812,83779.36
10.813,86132.16
10.814,85562.40000000001
10.815,89221.92
10.816,89767.52
10.817,82817.44
10.818,84599.84
10.819,85594.24
10.82,83690.24
10.821,85319.52
10.822000000000001,87323.84
10.823,86922.56
10.824,85990.72
10.825000000000001,84591.2
10.826,85147.2
10.827,86978.08
10.828,84882.88
10.829,83387.36
10.83,84373.28
10.831,82278.40000000001
10.832,86805.76
10.833,86979.04000000001
10.834,84023.52
10.835,81046.40000000001
10.836,84735.04000000001
10.837,86528.32
10.838000000000001,85947.04000000001
10.839,86866.88
10.84,83437.6
10.841000000000001,88465.6
10.842,83483.52
10.843,86630.56
10.844,82747.68000000001
10.845,90496.32
10.846,87188.96
10.847,88945.92
10.848,85524.64
10.849,82420.16
10.85,88027.52
10.851,83365.12
10.852,89645.44
10.853,85233.76
10.854000000000001,85855.84
10.855,83956.48
10.856,90941.28
10.857000000000001,83523.04000000001
10.858,83597.28
10.859,86038.72
10.86,82904.8
10.861,85455.2
10.862,87887.52
10.863,87281.12
10.864,83425.92
10.865,82855.84
10.866,85115.2
10.867,87471.04000000001
10.868,85124.0
10.869,91788.8
10.870000000000001,86116.96
10.871,82986.88
10.872,86255.68000000001
10.873000000000001,87732.64
10.874,85279.36
10.875,84003.2
10.876,83303.68000000001
10.877,85804.8
10.878,85740.16
10.879,84998.08
10.88,88173.76
10.881,85444.0
10.882,86172.16
10.883000000000001,83888.64
10.884,87773.76
10.885,89104.8
10.886000000000001,90123.04000000001
10.887,83853.92
10.888,86406.56
10.889,86107.2
10.89,88178.88
10.891,85406.40000000001
10.892,81436.48
10.893,88619.36
10.894,84007.52
10.895,83677.92
10.896,86924.48
10.897,83325.92
10.898,82774.72
10.899000000000001,87186.72
10.9,85128.16
10.901,84046.40000000001
10.902000000000001,85630.72
10.903,85468.64
10.904,83654.08
10.905,85408.32
10.906,90128.48
10.907,83058.72
10.908,89714.56
10.909,83848.8
10.91,84768.48
10.911,81525.76
10.912,86202.88
10.913,83092.8
10.914,90208.32
10.915000000000001,84429.76
10.916,89067.04000000001
10.917,89318.08
10.918000000000001,85332.8
10.919,86466.40000000001
10.92,85881.6
10.921,88535.68000000001
10.922,88340.16
10.923,84891.2
10.924,86219.84
10.925,87737.76
10.926,88836.48
10.927,84059.36
10.928,83655.36
10.929,83384.32
10.93,86357.76
10.931000000000001,87594.56
10.932,87226.72
10.933,87773.6
10.934000000000001,82776.8
10.935,84017.44
10.936,86012.48
10.937,83737.44
10.938,89042.24
10.939,84266.56
10.94,83840.48
10.941,87070.24
10.942,82197.28
10.943,84059.68000000001
10.944,88077.12
10.945,85214.88
10.946,87671.04000000001
10.947000000000001,86265.92
10.948,82179.52
10.949,84917.76
10.950000000000001,83766.72
10.951,84139.68000000001
10.952,86541.6
10.953,89395.2
10.954,81438.08
10.955,85542.56
10.956,78527.2
10.957,85912.64
10.958,86907.2
10.959,84085.76
10.96,88332.8
10.961,88778.72
10.962,89798.72
10.963000000000001,83743.04000000001
10.964,86591.2
10.965,86169.92
10.966000000000001,86087.68000000001
10.967,82632.48
10.968,76448.16
10.969,86464.48
10.97,88595.52
10.971,87887.36
10.972,82161.6
10.973,83893.76
10.974,83626.72
10.975,85371.36
10.976,81055.52
10.977,84628.96
10.978,85984.64
10.979000000000001,80624.32
10.98,88447.2
10.981,85034.88
10.982000000000001,83233.76
10.983,87824.8
10.984,82850.72
10.985,87080.48
10.986,84847.52
10.987,84028.48
10.988,89937.44
10.989,82653.28
10.99,82826.08
10.991,79356.96
10.992,84812.96
10.993,81873.76
10.994,83860.64
10.995000000000001,81575.84
10.996,86509.92
10.997,85002.56
10.998000000000001,86205.76
10.999,85344.8
11.0,81774.72
11.001,84117.28
11.002,85767.36
11.003,84597.76
11.004,82430.40000000001
11.005,86443.84
